,GRB,z,P_bolo,P_bolo_err,S_bolo,S_bolo_err,F_beam,F_beam_err,T_lag,T_lag_err,V,V_err,E_peak,E_peak_err_min,E_peak_err_max,T_RT,T_RT_err,mu,mu_err,dL,dL_err,L,L_err,E_iso,E_iso_err,E_gamma,E_gamma_err,E_peak_err,T_lag_i,T_lag_i_err,T_RT_i,T_RT_i_err,V_i,V_i_err,E_peak_i,E_peak_i_err,E_peak_i_err_min,E_peak_i_err_max,_T_lag_i,_T_lag_i_err,_V_i,_V_i_err,_E_peak_i,_E_peak_i_err,_E_peak_i_err_min,_E_peak_i_err_max,_T_RT_i,_T_RT_i_err,log_T_lag_i,log_T_lag_i_err,log_V_i,log_V_i_err,log_E_peak_i,log_E_peak_i_err,log_E_peak_i_err_min,log_E_peak_i_err_max,log_T_RT_i,log_T_RT_i_err,log_L,log_L_err,log_E_iso,log_E_iso_err,log_E_gamma,log_E_gamma_err
115,90423,8.2,2.17e-07,1.55e-08,1.15e-06,4.73e-08,,,,,,,48.6,3.8,3.8,,,48.589058129527714,0.3878176610155751,1.5654646111609257e+29,2.7958670865099065e+28,6.682763727695734e+52,2.434297662027322e+52,3.849518276322428e+52,2.6117514108034227e+51,,,3.8,,,,,,,447.12,34.959999999999994,34.959999999999994,34.959999999999994,,,,,1.4904,0.11653333333333331,0.11653333333333331,0.11653333333333331,,,,,,,0.1733028418881862,0.033957181712599926,0.033957181712599926,0.033957181712599926,,,52.82495610670623,0.15819832707043557,52.58540638586576,0.029465225111194024,,
74,60927,5.6,4.02e-07,1.54e-08,2.37e-06,8.67e-08,,,0.12,0.04,0.094,0.01,72.0,7.0,15.0,0.46,0.12,47.64526734903298,0.30477016288911873,1.0136431697733327e+29,1.422666908450757e+28,5.190463169768071e+52,1.4704876353579223e+52,4.6364381548131796e+52,2.2262165627985344e+51,,,11.0,0.01818181818181818,0.0060606060606060615,0.0696969696969697,0.01818181818181818,0.6204,0.066,475.2,72.6,46.199999999999996,99.0,0.1818181818181818,0.060606060606060615,31.019999999999996,3.3000000000000003,1.5839999999999999,0.242,0.154,0.33,0.696969696969697,0.1818181818181818,-0.7403626894942439,0.14476482730108398,1.491641793477586,0.046201540628005515,0.19975517725347466,0.06635054584633014,0.04222307462948281,0.09047801706317747,-0.15678610386029457,0.11329421267041348,52.71520611374428,0.12303808828903467,52.66618447112804,0.020852937890292748,,
43,50814,5.3,1.04e-07,2.24e-08,3.99e-06,2.65e-07,,,,,-0.009,0.18,60.0,6.0,24.0,,,47.51183061180131,0.29365859792989707,9.532301073125966e+28,1.289098657626239e+28,1.1875139089346875e+52,4.1058508939294315e+51,7.231655214666366e+52,5.2496543012221475e+50,,,15.0,,,,,-0.05669999999999999,1.134,378.0,94.5,37.8,151.2,,,-2.8349999999999995,56.699999999999996,1.26,0.315,0.126,0.504,,,,,,8.685889638065037,0.10037054511756291,0.10857362047581294,0.043429448190325175,0.1737177927613007,,,52.07463870506592,0.15015810537753943,52.85923771200031,0.003152661219656382,,
62,60522,5.11,8.73e-08,1.45e-08,2.42e-06,1.43e-07,,,,,0.034,0.185,80.0,12.0,382.0,,,47.42373919732299,0.28643518730986806,9.153337333532585e+28,1.2074009700288496e+28,9.191429145602582e+51,2.8654030706112467e+51,4.1700662599119705e+52,4.066993906348784e+50,,,197.0,,,,,0.20774000000000004,1.13035,488.8,1203.67,73.32000000000001,2334.02,,,10.387000000000002,56.5175,1.6293333333333333,4.0122333333333335,0.24440000000000003,7.7800666666666665,,,,,1.0164901316208284,2.363072916238281,0.21200994251483538,1.0694501616867575,0.06514417228548777,2.0737561510880274,,,51.96338304368138,0.13539012511351026,52.62014295571369,0.004235599391887631,,
60,060510B,4.9,9.51e-08,1.12e-08,9.98e-06,2.62e-07,,,,,0.11,0.06,95.0,30.0,60.0,,,47.322856373557734,0.27828186580625847,8.737816162585772e+28,1.1197820309115207e+28,9.124229225598772e+51,2.5736678297763734e+51,1.6229091174584424e+53,3.984474071715513e+50,,,45.0,,,,,0.649,0.354,560.5,265.5,177.0,354.0,,,32.45,17.7,1.8683333333333334,0.885,0.59,1.18,,,,,1.5112147011363881,0.23688789921995548,0.2714543622113295,0.20571843879627716,0.13714562586418477,0.27429125172836955,,,51.96019618740713,0.12250127754220753,53.21029420011494,0.0010662550872488645,,
11,131,4.5,7.3e-07,8.3e-08,,,,,,,0.056,0.005,163.0,13.0,13.0,0.84,0.39,47.119359963657914,0.2622638300514709,7.956162069269964e+28,9.609210449336605e+27,5.806841428762498e+52,1.5502817224882793e+52,,,,,13.0,,,0.1527272727272727,0.07090909090909091,0.308,0.0275,896.5,71.5,71.5,71.5,,,15.4,1.375,2.9883333333333333,0.23833333333333334,0.23833333333333334,0.23833333333333334,1.5272727272727271,0.709090909090909,,,1.187520720836463,0.03877629302707605,0.47542903917853924,0.03463698321927775,0.03463698321927775,0.03463698321927775,0.18391659656763776,0.20163672374079547,52.76393996663024,0.11594578666075459,,,,
57,060223A,4.41,2.06e-07,1.67e-08,1.51e-06,6.54e-08,,,,,0.036,0.021,71.0,10.0,100.0,0.41,0.23,47.07132178921381,0.25857425184009075,7.782085291541795e+28,9.266739347908474e+27,1.5677220152278772e+52,3.944001800732938e+51,2.1241320845917254e+52,7.014526365848289e+50,,,55.0,,,0.07578558225508317,0.04251386321626618,0.19476,0.11361000000000002,384.11,297.55,54.1,541.0,,,9.738,5.6805,1.2803666666666667,0.9918333333333333,0.18033333333333335,1.8033333333333332,0.7578558225508316,0.42513863216266173,,,0.9884697702098755,0.2533384477768969,0.10733435910598228,0.33642530288280065,0.06116823688778194,0.6116823688778193,-0.12041340838683405,0.24362861179938522,52.1952690571013,0.10925777670002483,52.32718151891874,0.014341716863800015,,
38,50505,4.27,2.94e-07,2.99e-08,5.23e-06,2.29e-07,,,0.71,0.13,0.076,0.031,70.0,24.0,140.0,0.6,0.21,46.99480030212113,0.25277590084413687,7.512624615768475e+28,8.745266330037132e+27,2.0851656996854413e+52,5.297550065281881e+51,7.038568078428054e+52,9.373229710200792e+50,,,82.0,0.1347248576850095,0.024667931688804556,0.11385199240986718,0.03984819734345351,0.40051999999999993,0.16337,368.9,432.14,126.47999999999999,737.8,1.3472485768500948,0.24667931688804554,20.025999999999996,8.1685,1.2296666666666667,1.4404666666666666,0.4216,2.4593333333333334,1.1385199240986716,0.39848197343453506,0.12944773350652866,0.07951870795411653,1.3015942118293566,0.17714643340790537,0.08978740050714101,0.5087449645152378,0.14890096522397203,0.8685889638065035,0.05634063517109699,0.15200306866613814,52.31914057230723,0.11033639970699714,52.8474843155498,0.005783480241141535,,
55,60206,4.05,4.41e-07,1.63e-08,1.9e-06,5.83e-08,,,0.01,0.03,0.007,0.004,78.0,8.0,23.0,1.16,0.18,46.86983017528519,0.24352936038008535,7.092472549155728e+28,7.95416647174432e+27,2.7876855288979476e+52,6.33707291893076e+51,2.3783042612002873e+52,1.2496996064896452e+51,,,15.5,0.0019801980198019802,0.005940594059405941,0.22970297029702968,0.03564356435643564,0.03535,0.0202,393.9,78.27499999999999,40.4,116.14999999999999,0.019801980198019802,0.0594059405940594,1.7674999999999998,1.01,1.313,0.26091666666666663,0.13466666666666666,0.38716666666666666,2.297029702970297,0.35643564356435636,-1.7032913781186614,1.3028834457097551,0.24735942246893697,0.24816827537328676,0.11826472608947933,0.08630210858333849,0.0445430237849489,0.12806119338172808,0.36116661110825704,0.06739052305395286,52.44524378062853,0.09872547572459396,52.37626741399486,0.022820362053306342,,
41,50730,3.97,1.02e-07,1.58e-08,5.8e-06,2.25e-07,,,,,0.027,0.066,124.0,26.0,26.0,,,46.822856223541265,0.2401302302582038,6.940693608273268e+28,7.675300625521597e+27,6.174698864468519e+51,1.6672824953600947e+51,7.064594116447195e+52,2.789727916950443e+50,,,26.0,,,,,0.13419,0.32802000000000003,616.2800000000001,129.22000000000003,129.22000000000003,129.22000000000003,,,6.7095,16.401,2.054266666666667,0.4307333333333334,0.4307333333333334,0.4307333333333334,,,,,0.8266901572283383,1.061608733541282,0.3126568191759048,0.09106174620552054,0.09106174620552054,0.09106174620552054,,,51.79061578222504,0.11726751431967988,52.84908721529273,0.0017149795449994364,,
56,60210,3.91,5.37e-07,3.36e-08,1.97e-05,6.39e-07,,,0.15,0.17,0.183,0.033,149.0,35.0,400.0,0.73,0.5,46.78705909999492,0.23756954542454087,6.827212937681466e+28,7.469299941429379e+27,3.1453649773402075e+52,7.158220579287836e+51,2.3500737693227477e+53,1.4170207761114973e+51,,,217.5,0.03054989816700611,0.034623217922606926,0.14867617107942974,0.10183299389002036,0.89853,0.16203,731.59,1067.925,171.85,1964.0,0.30549898167006106,0.34623217922606925,44.926500000000004,8.1015,2.4386333333333337,3.5597499999999997,0.5728333333333333,6.546666666666667,1.4867617107942972,1.0183299389002036,-0.5149902330672873,0.49220041282368543,1.6525025861894167,0.07831539837599621,0.38714650581558013,0.6339533544560889,0.10201548232626717,1.1658912265859107,0.17224136799748738,0.2974619739063369,52.497671046744145,0.09883672388505634,53.37108149508321,0.002618659515462086,,
65,60605,3.8,8.56e-08,1.36e-08,1.58e-06,1.24e-07,0.000823,5.14e-05,,,-0.013,0.068,90.0,12.0,91.0,1.22,0.72,46.72011724257124,0.23285269663919525,6.619955605904559e+28,7.098752476482213e+27,4.714045638181663e+51,1.2581974732840686e+51,1.8127414593864453e+52,2.2428432625973745e+50,1.4918862210750445e+49,9.498570396659565e+47,51.5,,,0.25416666666666665,0.15,-0.0624,0.3264,432.0,247.2,57.599999999999994,436.8,,,-3.1199999999999997,16.32,1.44,0.824,0.19199999999999998,1.456,2.5416666666666665,1.4999999999999998,,,,2.2716942130323945,0.15836249209524964,0.24851295353352743,0.05790593092043357,0.4391199761466213,0.405118593299161,0.256304940139624,51.673393782752264,0.11591491931390326,52.25833586765395,0.0053733776963958875,49.17373570286622,0.027650746088842167
54,60115,3.53,1.3e-07,1.09e-08,3.76e-06,2.01e-07,,,,,0.019,0.029,62.0,6.0,19.0,1.11,1.71,46.548038931035435,0.2211901159619309,6.115604826258579e+28,6.229465936428013e+27,6.109871068242092e+51,1.3460240531878065e+51,3.901021432601506e+52,2.840760215377669e+50,,,12.5,,,0.24503311258278151,0.3774834437086093,0.08606999999999998,0.13137,280.85999999999996,56.62499999999999,27.179999999999996,86.07,,,4.303499999999999,6.568499999999999,0.9361999999999998,0.18874999999999997,0.09059999999999999,0.2869,2.450331125827815,3.774834437086093,,,0.6338218073016795,0.6628705250102265,-0.028631363208576777,0.08755937135146205,0.042028498248701786,0.13309024445422232,0.38922477677382566,0.6690482559050095,51.78603204576763,0.09567645737190718,52.59117833637562,0.003162572949839113,,
77,061110B,3.44,1.79e-07,2.66e-08,6.12e-06,3.38e-07,,,0.24,0.36,0.155,0.064,517.0,53.0,53.0,0.79,0.64,46.48801790414163,0.2172919622799419,5.948880011733705e+28,5.95284474006052e+27,7.960371088027415e+51,1.984293810521727e+51,6.129834296986233e+52,3.7222613910387364e+50,,,53.0,0.05405405405405406,0.08108108108108109,0.17792792792792794,0.14414414414414417,0.6881999999999999,0.28415999999999997,2295.4799999999996,235.31999999999996,235.31999999999996,235.31999999999996,0.5405405405405406,0.8108108108108109,34.41,14.207999999999998,7.651599999999998,0.7843999999999999,0.7843999999999999,0.7843999999999999,1.7792792792792793,1.4414414414414416,-0.2671717284030138,0.6514417228548777,1.53668467262093,0.17932159252779428,0.8837522584888998,0.04452148460516894,0.04452148460516894,0.04452148460516894,0.2502441211758216,0.35183350432668503,51.90093331368316,0.10825724615784331,52.78744873473421,0.0026371962177255503,,
67,60707,3.43,1.53e-07,2.12e-08,3.41e-06,1.96e-07,,,,,0.05,0.054,63.0,6.0,13.0,,,46.48126116272711,0.21685899389266525,5.930398278673939e+28,5.922526109288771e+27,6.761904252862547e+51,1.6437593916562757e+51,3.401952448732098e+52,3.1724522021178365e+50,,,9.5,,,,,0.2215,0.23922,279.09,42.084999999999994,26.58,57.589999999999996,,,11.075,11.960999999999999,0.9302999999999999,0.14028333333333332,0.0886,0.19196666666666665,,,,,1.0443437348951072,0.4690380404555119,-0.03137697904301122,0.06548885044572846,0.04136137922888113,0.08961632166257577,,,51.83006901695506,0.10557316499575668,52.53172823890689,0.00404996397288002,,
3,971214,3.42,7.5e-07,2.4e-08,,,,,0.03,0.05,0.048,0.002,190.0,20.0,20.0,,,46.47448651444258,0.21642609167482718,5.911925211484156e+28,5.892291618296115e+27,3.2940409226876654e+52,6.650272963517474e+51,,,,,20.0,0.006787330316742082,0.011312217194570137,,,0.21216,0.00884,839.8,88.4,88.4,88.4,0.06787330316742081,0.11312217194570137,10.607999999999999,0.442,2.7993333333333332,0.2946666666666667,0.2946666666666667,0.2946666666666667,,,-1.1683010146294295,0.7238241365054198,1.0256335110606978,0.018095603412635494,0.4470546155822584,0.04571520862139493,0.04571520862139493,0.04571520862139493,,,52.51772899021535,0.08767883942527072,,,,
24,30323,3.37,1.2e-07,6e-08,,,,,,,0.021,0.338,44.0,26.0,90.0,,,46.44034112248032,0.21426292491813298,5.819690020080131e+28,5.742388438161274e+27,5.1072934998088634e+51,2.745351670619066e+51,,,,,58.0,,,,,0.09177,1.47706,192.28,253.46,113.62,393.3,,,4.5885,73.853,0.6409333333333334,0.8448666666666667,0.37873333333333337,1.311,,,,,0.6616707360403599,6.990073089680909,-0.19318714126305314,0.5724790897815591,0.25662855748828517,0.8883296220748332,,,51.70819081608637,0.23344871045268,,,,
79,061222B,3.36,2.29e-07,3.15e-08,5.01e-06,2.49e-07,,,,,0.024,0.043,49.0,8.0,8.0,,,46.433456892259,0.2138306332015611,5.80126904217137e+28,5.712663109251583e+27,9.68481569305863e+51,2.3265481754644256e+51,4.859673753277488e+52,4.511872696020677e+50,,,8.0,,,,,0.10463999999999998,0.18747999999999995,213.64,34.879999999999995,34.879999999999995,34.879999999999995,,,5.231999999999999,9.373999999999997,0.7121333333333333,0.11626666666666666,0.11626666666666666,0.11626666666666666,,,,,0.7186677353162108,0.7781109467433259,-0.14743868542256278,0.07090522153522479,0.07090522153522479,0.07090522153522479,,,51.986091360290104,0.1043289894727129,52.68660711454888,0.004032125435601934,,
47,50908,3.35,9.83e-08,1.2e-08,1.09e-06,6.98e-08,,,,,-0.017,0.046,41.0,5.0,9.0,1.1,1.47,46.4265540333103,0.2133984805127855,5.782856761458506e+28,5.683023373956864e+27,4.1309339610099813e+51,9.557842248397478e+50,1.0530087387895091e+52,1.9630582848433826e+50,,,7.0,,,0.25287356321839083,0.33793103448275863,-0.07395,0.20009999999999997,178.35,30.449999999999996,21.75,39.15,,,-3.6975000000000002,10.004999999999999,0.5945,0.10149999999999998,0.0725,0.1305,2.528735632183908,3.3793103448275863,,,,1.1751497745617399,-0.22584814104528958,0.07414783837372589,0.052962741695518505,0.09533293505193331,0.4029034282035877,0.5803753530888911,51.61604825220287,0.10048376920472306,52.022431975356724,0.008096280205062593,,
73,60926,3.21,1.56e-07,1.22e-08,5.47e-07,3.8e-08,,,1.03,0.11,0.148,0.05,20.0,11.0,11.0,,,46.32789646771176,0.20736957502561382,5.526000527720264e+28,5.277176794891664e+27,5.9862700753168956e+51,1.2354785070679635e+51,4.9858239405541477e+51,2.889849138373799e+50,,,11.0,0.24465558194774348,0.026128266033254157,,,0.62308,0.21050000000000002,84.2,46.31,46.31,46.31,2.446555819477435,0.26128266033254155,31.153999999999996,10.525,0.2806666666666667,0.15436666666666668,0.15436666666666668,0.15436666666666668,,,0.38855512886950394,0.046380964086755044,1.4935138155666445,0.1467211087510986,-0.5518091632200129,0.23886196504678847,0.23886196504678847,0.23886196504678847,,,51.777156306485786,0.08963202317618124,51.697736938629085,0.025172279432496687,,
63,60526,3.21,2.33e-07,1.53e-08,3.01e-06,2.4e-07,0.00655,0.0016,0.17,0.09,0.085,0.03,25.0,5.0,5.0,0.38,0.11,46.32789646771176,0.20736957502561382,5.526000527720264e+28,5.277176794891664e+27,8.941031586851518e+51,1.80579618311587e+51,2.743570395076414e+52,4.395538826496436e+50,1.7970386087750514e+50,4.399143995138364e+49,5.0,0.040380047505938245,0.021377672209026127,0.09026128266033254,0.026128266033254157,0.35785,0.1263,105.25,21.05,21.05,21.05,0.40380047505938244,0.21377672209026125,17.8925,6.3149999999999995,0.35083333333333333,0.07016666666666667,0.07016666666666667,0.07016666666666667,0.9026128266033253,0.26128266033254155,-0.39383317445739435,0.22992060806642736,1.25267102588598,0.15328040537761828,-0.45489915021195654,0.08685889638065036,0.08685889638065036,0.08685889638065036,-0.0444984992188582,0.12571682370883605,51.95138762915734,0.08771329238143763,52.4383161078895,0.006957934306204411,50.25455740788128,0.10631513162027847
108,80516,3.2,2.77e-07,2.8e-08,5.88e-07,5.5e-08,,,0.15,0.01,0.168,0.055,66.0,24.0,24.0,,,46.32070082466352,0.2069409666313962,5.507719237126048e+28,5.248847454244693e+27,1.0559253589963059e+52,2.278108861202409e+51,5.336806868573387e+51,5.337818003480573e+50,,,24.0,0.03571428571428571,0.0023809523809523807,,,0.7056000000000001,0.231,277.2,100.80000000000001,100.80000000000001,100.80000000000001,0.3571428571428571,0.023809523809523805,35.28000000000001,11.55,0.9239999999999999,0.336,0.336,0.336,,,-0.44715803134221926,0.028952965460216785,1.5475285764597821,0.14217974109927883,-0.034328028779893334,0.15792526614663702,0.15792526614663702,0.15792526614663702,,,52.023633219976475,0.093696973859548,51.727281486590265,0.043437676524635656,,
17,20124,3.2,6.1e-07,1e-07,1.14e-05,1.1e-06,0.0041,0.00109,0.07,0.06,0.266,0.04,87.0,12.0,18.0,0.59,0.17,46.32070082466352,0.2069409666313962,5.507719237126048e+28,5.248847454244693e+27,2.325322992735547e+52,5.845897698174561e+51,1.0346870459479014e+53,1.1827720949747924e+51,4.242216888386396e+50,1.128850966539212e+50,15.0,0.016666666666666666,0.014285714285714285,0.14047619047619048,0.04047619047619048,1.1172000000000002,0.168,365.40000000000003,63.0,50.400000000000006,75.60000000000001,0.16666666666666666,0.14285714285714285,55.86000000000001,8.4,1.2180000000000002,0.21,0.168,0.252,1.4047619047619047,0.40476190476190477,-0.7781512503836436,0.37225241305993007,1.7471009313649863,0.06530744088770703,0.08564728829685662,0.0748783589488365,0.059902687159069205,0.0898540307386038,0.1476027212442437,0.12513569817551323,52.36648328592279,0.1091822994061311,53.014809011850595,0.004964509763685255,50.62759286857033,0.1155654598899136
66,060607A,3.08,2.66e-07,1.5e-08,6.33e-06,1.69e-07,,,1.98,0.11,0.025,0.008,120.0,17.0,190.0,1.23,0.68,46.232721543559826,0.20182891228404212,5.289028865321236e+28,4.9159222021360605e+27,9.350683882517062e+51,1.8164294191673384e+51,5.453876324665801e+52,4.304036221042439e+50,,,103.5,0.4852941176470588,0.02696078431372549,0.3014705882352941,0.16666666666666669,0.10200000000000001,0.03264,489.6,422.28000000000003,69.36,775.2,4.852941176470588,0.2696078431372549,5.1000000000000005,1.6320000000000001,1.6320000000000001,1.4076000000000002,0.2312,2.584,3.0147058823529407,1.6666666666666667,0.6860050271716511,0.024127471216847322,0.7075701760979364,0.13897423420904056,0.21272015441784237,0.3745789906415547,0.061525051602960665,0.6876329296801487,0.4792449483495179,0.2400977623530173,51.970843375101616,0.08436444685998233,52.736705285398024,0.003427322273988302,,
112,80607,3.04,8.35e-06,2.42e-07,0.0001,0.0,,,0.04,0.01,0.035,0.003,394.0,33.0,35.0,0.18,0.06,46.202702082971626,0.2001407147773331,5.216413919421039e+28,4.8078750889583397e+27,2.855225605669073e+53,5.327874747425624e+52,8.463940255140431e+53,1.3027773253169156e+52,,,34.0,0.009900990099009901,0.0024752475247524753,0.04455445544554455,0.01485148514851485,0.14140000000000003,0.01212,1591.76,137.36,133.32,141.4,0.099009900990099,0.02475247524752475,7.070000000000001,0.606,5.305866666666667,0.4578666666666667,0.44439999999999996,0.4713333333333333,0.4455445544554455,0.1485148514851485,-1.0043213737826426,0.10857362047581294,0.8494194137968994,0.03722524130599301,0.7247563322165167,0.03747718879368163,0.036374918535043925,0.03857945905231932,-0.35110886000729896,0.14476482730108395,53.45564042971887,0.08103971183518491,53.927572589124665,0.006684699873562926,,
83,70411,2.95,1.5e-07,1.31e-08,6.29e-06,2.19e-07,,,,,0.041,0.029,83.0,11.0,11.0,,,46.133823647193886,0.19638023216853392,5.053547567658996e+28,4.570248464877733e+27,4.813864248723918e+51,9.668812511984216e+50,5.110414535776109e+52,2.2447654342088156e+50,,,11.0,,,,,0.16195,0.11455000000000001,327.85,43.45,43.45,43.45,,,8.0975,5.727500000000001,1.0928333333333333,0.14483333333333334,0.14483333333333334,0.14483333333333334,,,,,0.9083509566822145,0.3071839018340074,0.0385539332828717,0.05755710001127434,0.05755710001127434,0.05755710001127434,,,51.68249383897985,0.0872295458191407,52.70845612974298,0.0019076519809091985,,
34,50401,2.9,1.74e-06,9.09e-08,1.69e-05,3.83e-07,0.0022,0.000752,0.06,0.02,0.187,0.019,118.0,18.0,18.0,0.25,0.16,46.094727997530825,0.19431821461459295,4.96337659022328e+28,4.441569108800746e+27,5.386585632108825e+52,1.0042875890529394e+52,1.341486843245493e+53,2.4916802169030047e+51,2.951271055140085e+50,1.0102863547229226e+50,18.0,0.015384615384615384,0.005128205128205128,0.06410256410256411,0.041025641025641026,0.7293,0.0741,460.2,70.2,70.2,70.2,0.15384615384615383,0.05128205128205128,36.464999999999996,3.705,1.534,0.234,0.234,0.234,0.6410256410256411,0.41025641025641024,-0.8129133566428556,0.14476482730108395,1.5618762178990169,0.044126177305678,0.18582535961296218,0.06624831079880111,0.06624831079880111,0.06624831079880111,-0.19312459835446155,0.27794846841808113,52.73131356834155,0.08097087616499261,53.12758641764612,0.00806659397605768,50.47000909846833,0.14866875349661515
40,50603,2.82,8.01e-06,2.42e-07,2.73e-05,5.98e-07,,,-0.01,0.01,0.125,0.014,344.0,52.0,52.0,0.19,0.01,46.03088132539061,0.19106829401773515,4.81956557425751e+28,4.240745441408259e+27,2.3380735414841822e+53,4.1747467580362613e+52,2.0860510645239977e+53,1.0854196412764501e+52,,,52.0,-0.002617801047120419,0.002617801047120419,0.04973821989528796,0.002617801047120419,0.4775,0.05348,1314.08,198.64,198.64,198.64,-0.02617801047120419,0.02617801047120419,23.875,2.674,4.3802666666666665,0.6621333333333332,0.6621333333333332,0.6621333333333332,0.4973821989528796,0.02617801047120419,,0.43429448190325176,1.377943380255784,0.048640981973164195,0.6415005507635764,0.0656491658690962,0.0656491658690962,0.0656491658690962,-0.30330976195887976,0.02285760431069746,53.3688581672871,0.07754544278396489,53.319324935331906,0.022597326056509222,,
68,60714,2.71,2.3e-07,1.42e-08,6.88e-06,2.47e-07,,,,,0.125,0.022,103.0,16.0,21.0,,,45.94034767991096,0.18672139998732504,4.622758060115349e+28,3.975034879580706e+27,6.176465629603707e+51,1.1285828895130808e+51,4.979969943943925e+52,2.924816099145477e+50,,,18.5,,,,,0.46375,0.08162,382.13,68.635,59.36,77.91,,,23.1875,4.0809999999999995,1.2737666666666667,0.22878333333333334,0.19786666666666666,0.2597,,,,,1.365253926959121,0.07643582881497231,0.10508987960055566,0.07800434869136076,0.06746322048982552,0.08854547689289599,,,51.79074002902859,0.07935563001220916,52.697226721631466,0.002550681041730757,,
110,080603B,2.69,7.57e-07,2.63e-08,7.02e-06,1.78e-07,,,0.08,0.01,0.283,0.01,85.0,18.0,55.0,0.22,0.03,45.9235287390222,0.1859489493657076,4.587091215925676e+28,3.928048030949016e+27,2.0016147659306412e+52,3.4978950572591375e+51,5.030317097096691e+52,9.391432525793225e+50,,,36.5,0.02168021680216802,0.0027100271002710027,0.05962059620596206,0.008130081300813007,1.0442699999999998,0.0369,313.65,134.685,66.42,202.95,0.2168021680216802,0.027100271002710025,52.21349999999999,1.845,1.0454999999999999,0.44895,0.2214,0.6765,0.5962059620596205,0.08130081300813007,-0.6639363791671168,0.05428681023790647,1.7177828060193694,0.01534609476689936,0.01932403715369061,0.18649115987610226,0.09196824322657098,0.28101407652563354,-0.2246036853368542,0.05922197480498888,52.30138049615557,0.07589455011529136,52.70159536262624,0.008108131643376433,,
96,71031,2.69,7.08e-08,8.61e-09,2.19e-06,1.92e-07,,,,,-0.038,0.108,24.0,7.0,7.0,,,45.923528739019275,0.1859489493657076,4.587091215919494e+28,3.928048030943722e+27,1.8720518550529384e+51,3.932237691919673e+50,1.5692869576370462e+52,9.76108936461933e+49,,,7.0,,,,,-0.14021999999999998,0.39852,88.56,25.83,25.83,25.83,,,-7.010999999999999,19.926,0.2952,0.0861,0.0861,0.0861,,,,,,1.234310632777663,-0.529883646848996,0.12666922388844842,0.12666922388844842,0.12666922388844842,,,51.2723178743441,0.09122338820493842,52.195702365335386,0.0027013461290737095,,
64,60604,2.68,5.1e-08,1.19e-08,9.82e-07,1.57e-07,,,,,0.08,0.338,40.0,5.0,5.0,,,45.91507655441954,0.18556501999726477,4.569271240934275e+28,3.904709567024995e+27,1.338054857296988e+51,3.870085222562442e+50,7.001118232446943e+51,8.509504852889621e+49,,,5.0,,,,,0.2944,1.24384,147.20000000000002,18.400000000000002,18.400000000000002,18.400000000000002,,,14.719999999999999,62.192,0.49066666666666675,0.061333333333333344,0.061333333333333344,0.061333333333333344,,,,,1.16790781000148,1.8348941860412389,-0.3092134447181823,0.05428681023790648,0.05428681023790648,0.05428681023790648,,,51.12647391891237,0.125611939412521,51.84516741192787,0.005278629611211771,,
27,30429,2.66,2e-07,5.4e-08,1.13e-06,1.9e-07,0.00576,0.00279,0.03,0.17,0.22,0.135,35.0,8.0,12.0,,,45.898085732162755,0.18480192932804707,4.5336582010477525e+28,3.8583441299822536e+27,5.1657978783755965e+51,1.6487804102324086e+51,7.974524047219159e+51,3.376884476297378e+50,4.593325851198236e+49,2.2333783640141564e+49,10.0,0.008196721311475409,0.04644808743169399,,,0.8052,0.49410000000000004,128.1,36.6,29.28,43.92,0.08196721311475408,0.4644808743169399,40.26,24.705000000000002,0.427,0.12200000000000001,0.0976,0.1464,,,-1.0863598306747484,2.4610020641184276,1.6048737705526357,0.26649888662245,-0.36957212497497616,0.12408413768664338,0.0992673101493147,0.14890096522397203,,,51.7131374095757,0.13861483760941906,51.90170477200073,0.01839059341218134,49.66212725542394,0.21116374734016227
99,80210,2.64,2.57e-07,1.95e-08,4.17e-06,1.41e-07,,,0.53,0.17,0.019,0.013,73.0,15.0,15.0,0.57,0.44,45.88097824637902,0.1840454378409481,4.498081061959905e+28,3.812396118249132e+27,6.534277027975153e+51,1.2135376151531188e+51,2.9127223678385846e+52,3.1029125513442976e+50,,,15.0,0.14560439560439561,0.046703296703296704,0.15659340659340656,0.12087912087912088,0.06916,0.04732,265.72,54.6,54.6,54.6,1.456043956043956,0.46703296703296704,3.4579999999999997,2.366,0.8857333333333334,0.182,0.182,0.182,1.5659340659340655,1.2087912087912087,0.16317448595173303,0.13930200362934492,0.5388249889379038,0.29714885603906704,-0.05269701095015053,0.08923859217190104,0.08923859217190104,0.08923859217190104,0.19477347202343528,0.33524486322356284,51.81519754292952,0.08065661856493844,52.46429909092293,0.004626523330052746,,
